acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
768,C_768,I,A,USD,false,1,0,1000000,55493.74,,bank,Kaylee,Shannon,26928 Howard Parkway Apt. 986,New Jeffrey,OR,US,92090,Female,1998-06-16,023-01-1965,23.832885,-5.335578
769,C_769,I,A,USD,false,1,0,1000000,59190.14,,bank,Jaime,Gay,29954 Carl Stravenue Apt. 447,Port Williamfort,NC,US,27056,Male,1998-07-18,784-24-0636,-155.977739,-39.1843815
770,C_770,I,A,USD,false,1,0,1000000,54748.24,,bank,Benjamin,Mcclain,1525 Katie Fords,South Emilyside,NM,US,16935,Male,1930-07-23,241-47-2742,12.850124,57.7504935
771,C_771,I,A,USD,false,1,0,1000000,68454.64,,bank,Michael,Patel,09318 Tran Ferry,South Robertstad,CO,US,07757,Male,1925-10-20,351-78-5222,114.360043,-18.8235965
772,C_772,I,A,USD,false,1,0,1000000,69066.28,,bank,Terry,Chapman,57051 Sanders Walk,Delgadoport,VI,US,05403,Female,1975-03-04,594-91-7175,126.489049,-26.2259735
773,C_773,I,A,USD,false,1,0,1000000,80063.49,,bank,Michelle,Quinn,3832 Murray Brooks,South Rebeccatown,FM,US,05487,Female,1944-11-16,603-76-3463,14.989705,57.6390325
774,C_774,I,A,USD,false,1,0,1000000,94867.47,,bank,Katherine,Greene,40322 Hale Station Apt. 392,New Donnatown,NM,US,19396,Female,1927-06-06,682-93-6579,-165.618827,-27.7479685
775,C_775,I,A,USD,false,1,0,1000000,56968.28,,bank,Keith,Smith,562 Russell Avenue,Port Joshuatown,DC,US,23829,Male,1973-06-28,554-02-4845,157.885988,50.9079395
776,C_776,I,A,USD,false,1,0,1000000,84301.34,,bank,Andrea,Hood,16238 Sanchez Corners,Patriciabury,IL,US,13556,Female,1945-11-16,431-48-5721,-173.754518,18.901581
777,C_777,I,A,USD,false,1,0,1000000,55261.31,,bank,Frank,Bradford,2460 Thornton Shoals Suite 255,East Keith,MD,US,17384,Male,1911-10-15,487-88-1066,21.989141,17.405669
778,C_778,I,A,USD,false,1,0,1000000,64440.78,,bank,David,Gonzales,80682 Rogers Cliffs,South Christopherborough,CO,US,40821,Male,1931-09-18,335-18-5213,-59.688320,-48.208612
779,C_779,I,A,USD,false,1,0,1000000,73816.15,,bank,Thomas,Martinez,158 Kelley Street Suite 941,Ramosmouth,GA,US,17238,Male,1946-09-05,606-17-8120,-137.663537,64.1789295
780,C_780,I,A,USD,false,1,0,1000000,69229.47,,bank,Barbara,Morgan,41911 Bowman Land,Elainemouth,IN,US,96565,Female,1963-07-16,845-06-4681,-33.084137,20.5508255
781,C_781,I,A,USD,false,1,0,1000000,62765.89,,bank,George,Davis,6885 Michael Lights,Lindatown,WI,US,47633,Male,2004-01-03,497-88-3485,-172.834303,23.050074
782,C_782,I,A,USD,false,1,0,1000000,90328.71,,bank,Daniel,Taylor,985 Carmen Ports Apt. 911,New Kennethfurt,AK,US,00663,Male,1976-04-04,396-89-9445,-160.541601,-30.3716135
783,C_783,I,A,USD,false,1,0,1000000,97368.11,,bank,Gabriela,Quinn,89550 Sarah Ports,Erikland,UT,US,78272,Female,1976-06-14,860-79-4792,142.367898,89.522250
784,C_784,I,A,USD,false,1,0,1000000,68900.33,,bank,Nichole,Mcdaniel,556 West Mill,New Kennethfort,VA,US,08096,Female,1931-05-16,511-68-3787,-166.477947,60.3037255
785,C_785,I,A,USD,false,1,0,1000000,60061.06,,bank,Brandon,Martin,80305 Jerome Motorway,Martinborough,MN,US,01410,Male,1989-03-19,212-15-6251,47.787149,-71.6719805
786,C_786,I,A,USD,false,1,0,1000000,88980.93,,bank,Danielle,Evans,48736 Santiago Grove Apt. 908,Mcneilhaven,IL,US,61022,Female,2019-10-06,635-91-2961,-24.692934,79.675702
787,C_787,I,A,USD,false,1,0,1000000,61945.25,,bank,Timothy,Pena,959 Jenkins Cape,Leonardshire,SC,US,32971,Male,1986-10-08,702-39-9782,161.015181,5.712171
788,C_788,I,A,USD,false,1,0,1000000,55276.34,,bank,Monica,Reed,26755 Reginald Key Suite 424,Rowlandshire,UT,US,15535,Female,1975-01-22,288-95-0295,3.035101,28.4184145
789,C_789,I,A,USD,false,1,0,1000000,78791.62,,bank,Brian,Moyer,461 Stephen Camp Apt. 944,Jenniferside,AK,US,20029,Male,1915-05-28,094-46-2564,-75.389959,-62.825554
790,C_790,I,A,USD,false,1,0,1000000,60122.14,,bank,Ryan,Hawkins,6857 Gordon Row,South Joseph,CA,US,03675,Male,1949-01-05,483-09-5061,-121.184158,43.9180035
791,C_791,I,A,USD,false,1,0,1000000,84302.03,,bank,Benjamin,Ellis,292 Ashley Trail,Ashleyton,MT,US,79189,Male,2006-01-24,364-80-6578,36.650772,-54.3785945
792,C_792,I,A,USD,false,1,0,1000000,82575.24,,bank,David,Frey,54263 Bailey Underpass Suite 686,Smithshire,GU,US,25356,Male,2012-04-11,353-17-3542,97.829968,27.609172
793,C_793,I,A,USD,false,1,0,1000000,67048.72,,bank,Andrew,Frazier,89037 Kimberly Forks Suite 757,Lake Chadton,AZ,US,22531,Male,1962-05-30,741-14-6085,-135.173606,26.3457015
794,C_794,I,A,USD,false,1,0,1000000,62774.53,,bank,Michael,Carter,0034 Powell Courts,Kevinberg,KS,US,96090,Male,1994-06-14,051-10-8940,17.639649,10.3964375
795,C_795,I,A,USD,false,1,0,1000000,81732.80,,bank,James,Summers,44289 Michelle Ville,Fergusonborough,VA,US,45528,Male,1948-06-20,243-77-3987,-29.046487,17.1851805
796,C_796,I,A,USD,true,1,0,1000000,77498.26,,bank,Grant,Martin,6551 Harvey Glen,Lake Alex,NC,US,67662,Male,1921-03-15,612-78-7276,-96.479517,33.893288
797,C_797,I,A,USD,false,1,0,1000000,60758.21,,bank,John,Lewis,9463 Olsen Views Apt. 142,Sullivanhaven,AR,US,04037,Male,1958-05-10,618-29-7328,-28.887865,-16.1541515
798,C_798,I,A,USD,false,1,0,1000000,70358.59,,bank,Robin,Ramirez,825 Russo Summit,New Joshua,VA,US,50946,Female,1970-02-01,518-86-7999,144.116443,42.0102685
799,C_799,I,A,USD,false,1,0,1000000,85566.06,,bank,Brandy,Perez,6673 Mindy Hills Suite 337,New Jessicaborough,MH,US,47275,Female,1992-07-16,140-34-8201,-36.260340,-75.7721095
800,C_800,I,A,USD,false,1,0,1000000,51823.96,,bank,Natalie,Greer,380 Cole Isle,North Sarahfurt,MT,US,61135,Female,2020-04-25,625-88-0048,4.960495,-53.802213
801,C_801,I,A,USD,false,1,0,1000000,70171.38,,bank,Jack,Fisher,3405 Guerrero Ford Apt. 375,Nortonview,RI,US,29614,Male,1977-10-16,536-47-9059,2.856499,-43.2605765
802,C_802,I,A,USD,false,1,0,1000000,99261.73,,bank,Heather,Cain,67654 Gonzalez Field,East Richard,NV,US,10691,Female,1932-03-02,327-47-9451,-10.287235,-78.6927545
803,C_803,I,A,USD,false,1,0,1000000,55440.93,,bank,Brian,Jacobs,19657 Nicole Estates,Churchton,CO,US,09010,Male,1991-07-26,633-98-0493,-153.066284,-68.5488945
804,C_804,I,A,USD,false,1,0,1000000,97509.62,,bank,Melissa,George,691 Conner Plain Apt. 908,Port Emily,KY,US,94407,Female,1980-08-02,427-28-2169,-17.299371,-4.1097785
805,C_805,I,A,USD,false,1,0,1000000,62319.40,,bank,Jason,Goodman,1595 Jesse Spur Suite 658,South Anthonyland,VI,US,26206,Male,1940-03-02,398-39-4024,79.494422,-3.1842405
806,C_806,I,A,USD,false,1,0,1000000,82204.33,,bank,Tamara,Smith,9263 Lewis Lodge Suite 057,East Dylanberg,MI,US,47472,Female,2022-11-21,002-08-9452,-141.628786,18.248124
807,C_807,I,A,USD,false,1,0,1000000,83511.71,,bank,Amy,Munoz,1836 Jessica Forest Suite 351,Jamestown,OK,US,30834,Female,1930-03-06,145-41-3399,-121.739463,53.416215
808,C_808,I,A,USD,false,1,0,1000000,69879.79,,bank,Chad,Hart,2533 Cohen Lodge Apt. 403,New Lawrence,VA,US,00852,Male,1949-12-25,100-07-0720,-146.527679,35.8049475
809,C_809,I,A,USD,false,1,0,1000000,93839.36,,bank,Susan,Dennis,487 Kelley Mount Suite 100,Brianstad,GA,US,13450,Female,1967-11-07,275-30-5463,162.913024,-3.9489045
810,C_810,I,A,USD,false,1,0,1000000,64165.42,,bank,Daisy,Reeves,87811 Baker Knolls Suite 544,Burnettmouth,NM,US,15165,Female,1931-08-12,738-97-0094,122.937236,-85.4143085
811,C_811,I,A,USD,false,1,0,1000000,88892.43,,bank,Austin,Mendez,73993 Kimberly Extensions,Charlesshire,PA,US,38863,Male,1963-12-15,368-06-1566,-169.591364,-51.3832645
812,C_812,I,A,USD,false,1,0,1000000,77355.36,,bank,Pamela,Mason,67814 Shepard Groves,Greenchester,WY,US,19675,Female,2018-08-14,025-94-4079,173.084003,-49.1409155
813,C_813,I,A,USD,false,1,0,1000000,76142.11,,bank,Melanie,Fields,3829 Smith Passage,New Tammy,IN,US,63395,Female,1922-07-09,625-12-7244,-67.321633,78.989035
814,C_814,I,A,USD,false,1,0,1000000,94722.46,,bank,Colton,Campbell,99476 Manning Hills Suite 733,Lake Brittneyland,AL,US,28507,Male,1922-07-29,180-74-0533,-48.354554,5.132820
815,C_815,I,A,USD,false,1,0,1000000,81583.47,,bank,Mark,Powell,0014 Williams Via,East Robertfort,NY,US,27705,Male,1916-04-07,798-30-8105,-97.039714,-71.734085
816,C_816,I,A,USD,false,1,0,1000000,71417.77,,bank,Shawn,Freeman,555 Tyler Garden,North Jesus,MT,US,38191,Male,1952-04-15,532-37-6835,-12.609502,-65.7548865
817,C_817,I,A,USD,false,1,0,1000000,85657.75,,bank,Betty,Moody,47690 Gonzales Wall Suite 257,Kingborough,NJ,US,12608,Female,1999-03-17,436-36-9440,-53.431618,22.0325865
818,C_818,I,A,USD,false,1,0,1000000,61383.83,,bank,Mary,Stone,376 Smith Field,North Joseph,VI,US,18412,Female,1925-06-09,585-23-9836,-6.060574,-1.6369625
819,C_819,I,A,USD,false,1,0,1000000,63677.79,,bank,Lisa,Ramirez,949 Roberts Highway Apt. 590,Port Joshua,KY,US,02287,Female,1910-03-22,635-19-0770,-113.403421,-25.955581
820,C_820,I,A,USD,false,1,0,1000000,94988.58,,bank,Steven,Weiss,332 Sanders Ramp,Angelafurt,AZ,US,23521,Male,1954-05-08,144-45-9985,-103.267452,-8.351350
821,C_821,I,A,USD,false,1,0,1000000,85741.31,,bank,David,Ware,136 Eduardo Corner,Port Taylor,MS,US,29778,Male,1941-09-17,555-73-2107,0.399915,60.6848395
822,C_822,I,A,USD,false,1,0,1000000,96848.96,,bank,Christopher,Campbell,9026 Wood Shoals Suite 909,Danielleport,VA,US,65611,Male,2017-10-12,273-47-7534,95.547322,-49.1017125
823,C_823,I,A,USD,false,1,0,1000000,51670.17,,bank,Samantha,Gilbert,36268 Fields Flats Suite 848,New Veronica,WY,US,57933,Female,2010-04-24,381-18-3770,-16.994613,-32.324238
824,C_824,I,A,USD,false,1,0,1000000,77132.65,,bank,Carol,Smith,1942 Morales Crossroad,Port Tanyamouth,WI,US,12918,Female,2006-03-17,626-37-1190,123.336201,-61.463876
825,C_825,I,A,USD,false,1,0,1000000,87440.27,,bank,Lynn,Orr,4322 Young Crossing,East Aaron,OR,US,73167,Female,1932-03-30,026-19-1794,-53.012908,-28.0490285
826,C_826,I,A,USD,false,1,0,1000000,67538.24,,bank,Rachel,Green,587 Daniels Circles Apt. 375,New Timothy,MD,US,91753,Female,1932-09-03,049-71-2357,-143.542631,53.4746935
827,C_827,I,A,USD,false,1,0,1000000,95274.69,,bank,Charles,Mendez,37346 Victoria Square,Tinafurt,GU,US,49545,Male,1930-08-23,747-88-3239,-103.589460,52.4406535
828,C_828,I,A,USD,false,1,0,1000000,99336.79,,bank,Larry,Smith,34025 Mcdonald Groves Suite 678,Garnerfurt,MA,US,54978,Male,1986-10-10,433-30-1071,93.378610,75.6570195
829,C_829,I,A,USD,false,1,0,1000000,54846.99,,bank,Michael,Nelson,006 Derek Haven,West Aaron,VA,US,51283,Male,1988-12-06,419-54-7497,23.026501,-71.8856225
830,C_830,I,A,USD,false,1,0,1000000,80031.86,,bank,Elizabeth,Nelson,293 Welch Grove Apt. 601,Gibsonstad,CO,US,19762,Female,2018-06-18,486-03-6297,57.282291,45.9566555
831,C_831,I,A,USD,true,1,0,1000000,90292.00,,bank,Kimberly,Allen,0775 Trevor Parkways,Port Marystad,ND,US,71961,Female,2018-01-23,126-89-6916,15.371336,-69.2153445
832,C_832,I,A,USD,false,1,0,1000000,93331.92,,bank,Stephen,Guzman,566 Pham Brook Apt. 869,North Markstad,RI,US,19088,Male,1952-06-07,877-15-2702,71.794628,-11.3737985
833,C_833,I,A,USD,false,1,0,1000000,63634.34,,bank,Kristi,Bass,241 Tracy Forest,Zoefort,ND,US,48554,Female,1971-07-27,589-23-0066,27.656661,-88.356826
834,C_834,I,A,USD,false,1,0,1000000,60420.35,,bank,Stephanie,Potter,83282 Yolanda Squares Apt. 562,Choitown,MA,US,91611,Female,1954-10-13,670-17-9250,18.099463,-39.505564
835,C_835,I,A,USD,false,1,0,1000000,75192.50,,bank,Heather,Bryan,1691 Heather Drive,Jacksonchester,OK,US,50969,Female,1995-02-11,214-63-3038,-58.949890,-86.168607
836,C_836,I,A,USD,false,1,0,1000000,89518.62,,bank,Angela,Hendricks,55894 Thomas Prairie,East Rebeccabury,PA,US,27434,Female,1944-04-21,273-05-7722,162.970706,-16.015582
837,C_837,I,A,USD,false,1,0,1000000,90749.16,,bank,Stephen,Spencer,69911 Linda Heights Apt. 535,West Brenda,MO,US,09534,Male,2009-09-18,496-80-6459,-121.107318,83.534499
838,C_838,I,A,USD,false,1,0,1000000,92228.50,,bank,Jacob,Lee,2208 Kaitlyn Well Apt. 103,East Shane,MH,US,96692,Male,1925-06-05,760-84-7268,38.192567,-35.0876715
839,C_839,I,A,USD,false,1,0,1000000,64370.21,,bank,Sharon,Peters,72768 Teresa Mission,Hillport,MH,US,63114,Female,2013-02-14,553-83-2376,32.940001,52.7006145
840,C_840,I,A,USD,false,1,0,1000000,95279.28,,bank,Rhonda,Goodwin,585 Smith Route Apt. 999,Port Joshuaberg,KY,US,88545,Female,1964-01-08,481-33-3577,-12.794654,-37.346559
841,C_841,I,A,USD,false,1,0,1000000,86961.48,,bank,James,Palmer,10973 Cody Harbors Apt. 242,Port Philliptown,NH,US,02664,Male,1952-11-05,586-40-4632,8.974238,50.137503
842,C_842,I,A,USD,false,1,0,1000000,87914.26,,bank,Melvin,Greene,92751 Jenkins Wall,Amandachester,ME,US,17727,Male,1920-01-05,609-50-2168,16.398922,-9.4583615
843,C_843,I,A,USD,false,1,0,1000000,81178.78,,bank,Jared,Barnett,913 Julie Walk Suite 272,Snydermouth,NY,US,03377,Male,1929-03-19,596-68-2944,128.696805,-55.9482925
844,C_844,I,A,USD,false,1,0,1000000,79414.18,,bank,Brandon,Hill,942 Jessica Bypass Suite 445,New Oscar,IL,US,96457,Male,1912-07-22,739-50-6164,53.033648,-57.0259755
845,C_845,I,A,USD,false,1,0,1000000,59616.52,,bank,Laura,Lamb,70901 Christopher Groves Apt. 841,Williamsberg,SD,US,42294,Female,1958-10-10,409-18-4934,-66.417956,25.374250
846,C_846,I,A,USD,false,1,0,1000000,79133.84,,bank,William,Hawkins,3094 Kimberly Mountains,Martinshire,KS,US,29697,Male,1992-10-31,259-77-3552,-58.132991,69.566425
847,C_847,I,A,USD,false,1,0,1000000,79799.09,,bank,Ashley,Rogers,6245 Noble Ports Apt. 246,Port Josehaven,OR,US,44167,Female,1983-11-28,546-48-2150,12.979193,1.0975415
848,C_848,I,A,USD,false,1,0,1000000,82560.31,,bank,Teresa,Jones,0138 Garcia Plaza Apt. 700,Davisbury,ID,US,60593,Female,1936-07-30,119-96-8436,-165.256738,-6.904597
849,C_849,I,A,USD,false,1,0,1000000,53552.93,,bank,Stephanie,Valdez,4543 Peters Point,Ramostown,MA,US,79146,Female,2008-01-27,506-48-8309,-96.028012,75.1017785
850,C_850,I,A,USD,false,1,0,1000000,93389.80,,bank,Catherine,Howard,0166 Nicholas Manors Suite 448,North Andrewland,VT,US,22329,Female,1951-04-22,669-68-8249,40.558543,-0.3831675
851,C_851,I,A,USD,false,1,0,1000000,69726.40,,bank,Thomas,White,191 Adam Curve Suite 510,Mooreview,MO,US,07867,Male,2015-06-25,730-52-5021,-54.140851,-3.9770895
852,C_852,I,A,USD,false,1,0,1000000,83440.81,,bank,Daniel,Serrano,00167 Randolph Motorway,Lake Jessicamouth,VA,US,77299,Male,1960-03-16,763-51-6224,-30.949356,-76.938167
853,C_853,I,A,USD,false,1,0,1000000,95556.61,,bank,Megan,Phillips,8046 Jason Grove,Colemanshire,AZ,US,55302,Female,1976-08-01,524-64-5977,109.839969,76.895994
854,C_854,I,A,USD,false,1,0,1000000,74221.81,,bank,Brenda,Casey,24099 Gray Plaza Apt. 812,New Angelamouth,SC,US,81726,Female,2017-10-03,240-83-0740,-26.390715,-74.3004455
855,C_855,I,A,USD,false,1,0,1000000,79228.14,,bank,Courtney,Allen,31886 Gray Forges Apt. 652,South Michael,NE,US,50754,Female,1934-12-11,477-73-1256,-63.781771,-59.4308235
856,C_856,I,A,USD,false,1,0,1000000,94088.85,,bank,Scott,Moyer,1705 Jennifer Fork,Romanborough,WA,US,35507,Male,1991-10-17,215-52-4899,151.823189,-18.192519
857,C_857,I,A,USD,false,1,0,1000000,51259.18,,bank,Stephanie,Harris,35761 Dominique Coves,New Billland,MN,US,67162,Female,1990-11-03,401-12-2640,150.188898,11.463167
858,C_858,I,A,USD,false,1,0,1000000,71111.74,,bank,Jennifer,Burton,1812 Charles Branch,Fernandezview,AK,US,91715,Female,1912-03-22,125-59-6681,-172.032897,-6.112203
859,C_859,I,A,USD,false,1,0,1000000,59116.59,,bank,Courtney,Lee,9414 Boyle Park Apt. 732,Hayneschester,MA,US,97323,Female,1968-08-05,150-80-5132,-44.085575,36.287032
860,C_860,I,A,USD,false,1,0,1000000,69994.72,,bank,Cynthia,Thomas,7919 Valerie Springs Apt. 691,Transtad,MN,US,22369,Female,1999-10-16,376-75-2342,-46.525860,3.175722
861,C_861,I,A,USD,false,1,0,1000000,72123.38,,bank,Katherine,Brooks,26593 Meghan Harbors Suite 521,Stevenshire,WI,US,66370,Female,1993-04-02,468-23-7398,-164.331892,34.7789685
862,C_862,I,A,USD,false,1,0,1000000,76526.73,,bank,Brittany,Sheppard,18216 Sharon Isle,West Richardchester,VA,US,86725,Female,1969-02-18,165-27-7687,121.486792,-71.516101
863,C_863,I,A,USD,false,1,0,1000000,89755.39,,bank,Amanda,Davis,85544 French Corner,North Spencer,MS,US,01886,Female,2000-01-08,434-16-4117,-1.363850,-4.9599225
864,C_864,I,A,USD,false,1,0,1000000,69412.92,,bank,Sandra,Olson,054 Katherine Fall Apt. 086,Rivashaven,AZ,US,17464,Female,1925-02-05,849-11-0443,-104.204337,-67.2087465
865,C_865,I,A,USD,false,1,0,1000000,88293.32,,bank,Luis,Beck,8809 Natasha Cliff Apt. 364,East Paul,NH,US,88154,Male,1930-09-19,352-28-5191,-14.170896,31.446939
866,C_866,I,A,USD,false,1,0,1000000,50669.15,,bank,Ryan,Davis,537 Harvey Ford Apt. 500,Beltranfort,WI,US,52564,Male,1963-01-31,863-58-1025,48.460863,51.857469
867,C_867,I,A,USD,true,1,0,1000000,87264.85,,bank,Cassandra,Woods,57283 Cindy Pine Apt. 593,New Edwardmouth,WV,US,59783,Female,1995-01-05,316-16-2508,167.487558,-47.2141465
868,C_868,I,A,USD,false,1,0,1000000,72497.39,,bank,Eric,Jones,997 Henry Mountain Apt. 325,New Ericstad,AR,US,45941,Male,1982-10-20,776-85-8732,136.846971,1.639051
869,C_869,I,A,USD,false,1,0,1000000,88451.84,,bank,Dan,Larson,417 Pierce Passage Suite 408,Loganchester,KS,US,63103,Male,2018-11-29,375-13-0478,170.459949,-43.1042635
870,C_870,I,A,USD,false,1,0,1000000,97975.91,,bank,Dana,Thomas,2880 Brandy Mountain Apt. 098,East Anthonyland,AZ,US,06269,Female,1966-11-04,052-34-9968,-25.211748,-51.8175775
871,C_871,I,A,USD,false,1,0,1000000,64030.07,,bank,Catherine,Morales,8327 Mary Orchard,Jonathanfurt,HI,US,62146,Female,1970-08-02,138-51-7522,-57.696910,-11.0193595
872,C_872,I,A,USD,false,1,0,1000000,65915.56,,bank,Kayla,Jackson,582 Mcintosh Gateway,Connieberg,WV,US,02206,Female,1925-02-08,091-97-5706,-161.126575,80.9516865
873,C_873,I,A,USD,false,1,0,1000000,82060.84,,bank,Beth,Huffman,5880 Elizabeth Islands,Lake Adamton,MH,US,72757,Female,2017-01-25,752-26-6859,39.046600,-81.7725205
874,C_874,I,A,USD,false,1,0,1000000,56124.36,,bank,Holly,Turner,64538 Kelly Spur,Virginiamouth,KY,US,69393,Female,1931-02-11,548-14-9252,121.928330,61.007801
875,C_875,I,A,USD,false,1,0,1000000,89266.80,,bank,Emily,Diaz,4697 Stewart Tunnel Suite 745,Colliermouth,KY,US,22867,Female,2008-03-02,158-95-5426,139.784032,-60.608654
876,C_876,I,A,USD,false,1,0,1000000,93104.26,,bank,Rebecca,Burns,341 Kelly Trail Suite 069,Lopezport,GU,US,56152,Female,1959-07-14,042-29-5024,-153.603961,-31.6496065
877,C_877,I,A,USD,false,1,0,1000000,94767.66,,bank,Thomas,Brooks,735 Gregory Glens,New Davidtown,KS,US,68439,Male,1981-04-01,416-72-7646,147.504319,-87.020577
878,C_878,I,A,USD,false,1,0,1000000,63365.01,,bank,Lee,Gray,07136 West Port,West Rachelstad,AS,US,69142,Male,1961-12-24,587-68-2845,176.721930,7.062193
879,C_879,I,A,USD,false,1,0,1000000,95205.65,,bank,Amy,Cooley,9823 Garcia Village Suite 614,Lake Barbaraborough,TX,US,96764,Female,2020-04-21,402-46-9401,-162.964823,49.027287
880,C_880,I,A,USD,false,1,0,1000000,94099.41,,bank,Cynthia,Webb,277 Buchanan Run Apt. 490,East Sarah,MA,US,69939,Female,1974-07-26,147-94-0871,-68.556365,13.656011
881,C_881,I,A,USD,false,1,0,1000000,53020.28,,bank,Sarah,Brown,9992 Gray Inlet Suite 864,Kristiport,FL,US,78010,Female,1951-01-22,364-38-8360,87.705209,-35.755195
882,C_882,I,A,USD,false,1,0,1000000,67809.78,,bank,Travis,Conway,20560 Evans Creek Suite 294,West Brookefort,MH,US,89743,Male,1916-10-20,532-52-5773,-84.149725,46.1275555
883,C_883,I,A,USD,false,1,0,1000000,74642.38,,bank,Stephen,Dennis,382 Griffin Pines Suite 908,Loveport,AZ,US,79338,Male,1909-10-27,501-02-8279,116.684320,32.4230395
884,C_884,I,A,USD,false,1,0,1000000,75494.48,,bank,Kelly,Evans,241 Lynch Harbors Suite 846,Danielville,NV,US,05633,Female,1943-01-16,547-18-5863,-2.620739,66.261311
885,C_885,I,A,USD,false,1,0,1000000,82918.50,,bank,Michael,Stephens,83931 Cruz Trail,Mcgeeberg,IL,US,55257,Male,1963-08-15,880-06-3096,152.439927,-76.0011795
886,C_886,I,A,USD,false,1,0,1000000,73980.51,,bank,Robert,Smith,9081 Shelley Vista Suite 835,Greenshire,MO,US,43114,Male,1983-07-16,754-37-7230,134.247742,-37.774546
887,C_887,I,A,USD,false,1,0,1000000,57399.27,,bank,Steven,Singh,0369 Thompson Center,South Daniellemouth,VI,US,72627,Male,1929-10-15,723-34-5512,-6.790397,22.364058
888,C_888,I,A,USD,false,1,0,1000000,62682.76,,bank,Brian,Simon,99429 Nancy Wall Apt. 588,Rodneyfort,LA,US,04588,Male,1981-01-20,382-50-7780,34.475016,68.8299345
889,C_889,I,A,USD,false,1,0,1000000,79973.10,,bank,Mark,Watkins,98304 Dustin Lock Suite 933,West Joseport,NM,US,90774,Male,1950-07-17,050-71-3919,-66.680264,56.467829
890,C_890,I,A,USD,false,1,0,1000000,59161.68,,bank,Paul,Mclaughlin,106 Amber Stream,Jerryport,DC,US,88018,Male,2022-03-07,124-96-1709,-150.655767,57.173154
891,C_891,I,A,USD,false,1,0,1000000,51613.89,,bank,Debra,Charles,9927 Emma Ridge,Chapmanbury,ID,US,74894,Female,1936-04-27,759-95-4986,-57.790102,43.3989555
892,C_892,I,A,USD,false,1,0,1000000,71615.45,,bank,Nathan,Kirby,4901 Hunter Shores,Port Cynthiafurt,OH,US,01729,Male,2005-12-02,031-02-1411,142.089046,9.398620
893,C_893,I,A,USD,false,1,0,1000000,63757.07,,bank,Destiny,Bradley,601 Gina Ville,East Charleston,AL,US,55604,Female,2014-02-15,608-99-2127,-151.286393,-46.828421
894,C_894,I,A,USD,true,1,0,1000000,67071.92,,bank,Kayla,Moore,646 Brown Course,Lake Mallory,TN,US,55185,Female,2012-10-10,580-84-4642,-74.162528,86.1160155
895,C_895,I,A,USD,false,1,0,1000000,98278.22,,bank,Edward,Oliver,859 Phillip Centers Apt. 278,Heathershire,CO,US,40105,Male,2007-11-29,824-56-5557,88.269135,60.9302905
896,C_896,I,A,USD,false,1,0,1000000,53759.05,,bank,Zachary,Sutton,83254 Conley Ports,Hillmouth,ME,US,12639,Male,1991-05-07,508-18-6154,137.069827,-14.850486
897,C_897,I,A,USD,false,1,0,1000000,96726.95,,bank,Sharon,Brown,326 Bass Road,North Jessicaton,OH,US,42521,Female,1936-10-01,623-59-3926,152.866557,62.333543
898,C_898,I,A,USD,false,1,0,1000000,74630.54,,bank,Jason,Wyatt,607 Berry Center Suite 706,Sanchezton,KS,US,29701,Male,1936-02-16,282-53-8106,-37.182930,-27.015686
899,C_899,I,A,USD,false,1,0,1000000,65019.70,,bank,Timothy,Love,838 Elizabeth Walks Suite 033,South Jacqueline,MT,US,06435,Male,1945-04-21,357-28-6902,122.825833,-36.0242545
900,C_900,I,A,USD,true,1,0,1000000,72667.66,,bank,Tracy,Mccann,55907 Pamela Circle,New Sara,NC,US,50392,Male,1914-10-08,660-70-3573,-40.603407,67.768712
901,C_901,I,A,USD,false,1,0,1000000,77112.37,,bank,Michael,Prince,659 Catherine Tunnel,Johnport,IA,US,33581,Male,1914-03-15,177-01-7702,148.989448,-66.7783885
902,C_902,I,A,USD,false,1,0,1000000,59884.84,,bank,Sara,Lane,39061 Lopez Radial Apt. 907,Wendyside,HI,US,18077,Female,1952-07-01,618-82-9994,109.759495,78.428514
903,C_903,I,A,USD,false,1,0,1000000,88522.08,,bank,Crystal,Guerrero,1515 Farrell Flat,Fosterfurt,DE,US,75199,Female,1954-08-17,404-85-0459,115.313296,-69.7162605
904,C_904,I,A,USD,false,1,0,1000000,94797.98,,bank,Phillip,Jackson,48851 Evans Creek Suite 019,Johnsonview,SC,US,51363,Male,1986-10-27,608-01-2498,-107.164357,16.7131125
905,C_905,I,A,USD,false,1,0,1000000,96362.22,,bank,Carmen,Clark,315 Carter Green Suite 005,New Claytonton,MT,US,83711,Female,1919-06-30,303-93-5183,-47.305933,33.252615
906,C_906,I,A,USD,false,1,0,1000000,75133.74,,bank,Alan,Mcguire,15246 Cameron Common,West Brian,MP,US,05682,Male,2022-04-15,767-46-4952,-168.783615,3.530495
907,C_907,I,A,USD,false,1,0,1000000,60549.49,,bank,Pamela,Watson,6521 Wheeler Freeway,New Christophertown,PA,US,89538,Female,1926-09-10,670-89-4237,-109.501080,67.972076
908,C_908,I,A,USD,false,1,0,1000000,66454.84,,bank,Nicholas,Reyes,6407 Brown Motorway Suite 180,South Michaelside,NY,US,37709,Male,1959-03-25,297-50-9874,-52.419867,33.6916665
